itin_id,itin_no,itin_total_price,itin_score,leg_id,leg_no,leg_hours,leg_minutes,leg_departure,leg_durationInMinutes,leg_departure_formatted,leg_arrival,leg_arrival_formatted,leg_origin,leg_destination,seg_id,seg_no,seg_origin,seg_destination,seg_durationInMinutes,leg_carriers_url,leg_carriers,leg_stopcount,seg_hours,seg_minutes,seg_departure_formatted,seg_arrival_formatted,seg_departure,seg_arrival,seg_flightNumber,seg_carrier
12371-2406191140--31876-1-16216-2406192015|16216-2408091130--31876-1-12371-2408102145,1,$831,0.999,12371-2406191140--31876-1-16216-2406192015,1,21,5,"('2024-06-19T11:40:00',)",1265,11:40 AM,2024-06-19T20:15:00,08:15 PM,HYD,SFO,12371-16292-2406191140-2406191900--31876,2,HYD,SIN,290,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,4,50,11:40 AM,07:00 PM,"('2024-06-19T11:40:00',)","('2024-06-19T19:00:00',)",519,Singapore Airlines
12371-2406191140--31876-1-16216-2406192015|16216-2408091130--31876-1-12371-2408102145,1,$831,0.999,12371-2406191140--31876-1-16216-2406192015,1,21,5,"('2024-06-19T11:40:00',)",1265,11:40 AM,2024-06-19T20:15:00,08:15 PM,HYD,SFO,16292-16216-2406191950-2406192015--31876,3,SIN,SFO,925,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,15,25,07:50 PM,08:15 PM,"('2024-06-19T19:50:00',)","('2024-06-19T20:15:00',)",34,Singapore Airlines
12371-2406191140--31876-1-16216-2406192015|16216-2408091130--31876-1-12371-2408102145,1,$831,0.999,16216-2408091130--31876-1-12371-2408102145,2,21,45,"('2024-08-09T11:30:00',)",1305,11:30 AM,2024-08-10T21:45:00,09:45 PM,SFO,HYD,16216-16292-2408091130-2408101910--31876,2,SFO,SIN,1000,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,16,40,11:30 AM,07:10 PM,"('2024-08-09T11:30:00',)","('2024-08-10T19:10:00',)",31,Singapore Airlines
12371-2406191140--31876-1-16216-2406192015|16216-2408091130--31876-1-12371-2408102145,1,$831,0.999,16216-2408091130--31876-1-12371-2408102145,2,21,45,"('2024-08-09T11:30:00',)",1305,11:30 AM,2024-08-10T21:45:00,09:45 PM,SFO,HYD,16292-12371-2408102000-2408102145--31876,3,SIN,HYD,255,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,4,15,08:00 PM,09:45 PM,"('2024-08-10T20:00:00',)","('2024-08-10T21:45:00',)",522,Singapore Airlines
12371-2406191140--31876-1-16216-2406192015|16216-2408092205--31876-1-12371-2408111050,2,$831,0.966134,12371-2406191140--31876-1-16216-2406192015,1,21,5,"('2024-06-19T11:40:00',)",1265,11:40 AM,2024-06-19T20:15:00,08:15 PM,HYD,SFO,12371-16292-2406191140-2406191900--31876,2,HYD,SIN,290,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,4,50,11:40 AM,07:00 PM,"('2024-06-19T11:40:00',)","('2024-06-19T19:00:00',)",519,Singapore Airlines
12371-2406191140--31876-1-16216-2406192015|16216-2408092205--31876-1-12371-2408111050,2,$831,0.966134,12371-2406191140--31876-1-16216-2406192015,1,21,5,"('2024-06-19T11:40:00',)",1265,11:40 AM,2024-06-19T20:15:00,08:15 PM,HYD,SFO,16292-16216-2406191950-2406192015--31876,3,SIN,SFO,925,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,15,25,07:50 PM,08:15 PM,"('2024-06-19T19:50:00',)","('2024-06-19T20:15:00',)",34,Singapore Airlines
12371-2406191140--31876-1-16216-2406192015|16216-2408092205--31876-1-12371-2408111050,2,$831,0.966134,16216-2408092205--31876-1-12371-2408111050,2,24,15,"('2024-08-09T22:05:00',)",1455,10:05 PM,2024-08-11T10:50:00,10:50 AM,SFO,HYD,16216-16292-2408092205-2408110545--31876,2,SFO,SIN,1000,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,16,40,10:05 PM,05:45 AM,"('2024-08-09T22:05:00',)","('2024-08-11T05:45:00',)",33,Singapore Airlines
12371-2406191140--31876-1-16216-2406192015|16216-2408092205--31876-1-12371-2408111050,2,$831,0.966134,16216-2408092205--31876-1-12371-2408111050,2,24,15,"('2024-08-09T22:05:00',)",1455,10:05 PM,2024-08-11T10:50:00,10:50 AM,SFO,HYD,16292-12371-2408110845-2408111050--31876,3,SIN,HYD,275,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,4,35,08:45 AM,10:50 AM,"('2024-08-11T08:45:00',)","('2024-08-11T10:50:00',)",518,Singapore Airlines
12371-2406192300--31876-1-16216-2406200940|16216-2408091130--31876-1-12371-2408102145,3,$866,0.875322,12371-2406192300--31876-1-16216-2406200940,1,23,10,"('2024-06-19T23:00:00',)",1390,11:00 PM,2024-06-20T09:40:00,09:40 AM,HYD,SFO,12371-16292-2406192300-2406200610--31876,2,HYD,SIN,280,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,4,40,11:00 PM,06:10 AM,"('2024-06-19T23:00:00',)","('2024-06-20T06:10:00',)",523,Singapore Airlines
12371-2406192300--31876-1-16216-2406200940|16216-2408091130--31876-1-12371-2408102145,3,$866,0.875322,12371-2406192300--31876-1-16216-2406200940,1,23,10,"('2024-06-19T23:00:00',)",1390,11:00 PM,2024-06-20T09:40:00,09:40 AM,HYD,SFO,16292-16216-2406200915-2406200940--31876,3,SIN,SFO,925,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,15,25,09:15 AM,09:40 AM,"('2024-06-20T09:15:00',)","('2024-06-20T09:40:00',)",32,Singapore Airlines
12371-2406192300--31876-1-16216-2406200940|16216-2408091130--31876-1-12371-2408102145,3,$866,0.875322,16216-2408091130--31876-1-12371-2408102145,2,21,45,"('2024-08-09T11:30:00',)",1305,11:30 AM,2024-08-10T21:45:00,09:45 PM,SFO,HYD,16216-16292-2408091130-2408101910--31876,2,SFO,SIN,1000,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,16,40,11:30 AM,07:10 PM,"('2024-08-09T11:30:00',)","('2024-08-10T19:10:00',)",31,Singapore Airlines
12371-2406192300--31876-1-16216-2406200940|16216-2408091130--31876-1-12371-2408102145,3,$866,0.875322,16216-2408091130--31876-1-12371-2408102145,2,21,45,"('2024-08-09T11:30:00',)",1305,11:30 AM,2024-08-10T21:45:00,09:45 PM,SFO,HYD,16292-12371-2408102000-2408102145--31876,3,SIN,HYD,255,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,4,15,08:00 PM,09:45 PM,"('2024-08-10T20:00:00',)","('2024-08-10T21:45:00',)",522,Singapore Airlines
12371-2406192300--31876-1-16216-2406200940|16216-2408092205--31876-1-12371-2408111050,4,$866,0.845367,12371-2406192300--31876-1-16216-2406200940,1,23,10,"('2024-06-19T23:00:00',)",1390,11:00 PM,2024-06-20T09:40:00,09:40 AM,HYD,SFO,12371-16292-2406192300-2406200610--31876,2,HYD,SIN,280,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,4,40,11:00 PM,06:10 AM,"('2024-06-19T23:00:00',)","('2024-06-20T06:10:00',)",523,Singapore Airlines
12371-2406192300--31876-1-16216-2406200940|16216-2408092205--31876-1-12371-2408111050,4,$866,0.845367,12371-2406192300--31876-1-16216-2406200940,1,23,10,"('2024-06-19T23:00:00',)",1390,11:00 PM,2024-06-20T09:40:00,09:40 AM,HYD,SFO,16292-16216-2406200915-2406200940--31876,3,SIN,SFO,925,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,15,25,09:15 AM,09:40 AM,"('2024-06-20T09:15:00',)","('2024-06-20T09:40:00',)",32,Singapore Airlines
12371-2406192300--31876-1-16216-2406200940|16216-2408092205--31876-1-12371-2408111050,4,$866,0.845367,16216-2408092205--31876-1-12371-2408111050,2,24,15,"('2024-08-09T22:05:00',)",1455,10:05 PM,2024-08-11T10:50:00,10:50 AM,SFO,HYD,16216-16292-2408092205-2408110545--31876,2,SFO,SIN,1000,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,16,40,10:05 PM,05:45 AM,"('2024-08-09T22:05:00',)","('2024-08-11T05:45:00',)",33,Singapore Airlines
12371-2406192300--31876-1-16216-2406200940|16216-2408092205--31876-1-12371-2408111050,4,$866,0.845367,16216-2408092205--31876-1-12371-2408111050,2,24,15,"('2024-08-09T22:05:00',)",1455,10:05 PM,2024-08-11T10:50:00,10:50 AM,SFO,HYD,16292-12371-2408110845-2408111050--31876,3,SIN,HYD,275,https://logos.skyscnr.com/images/airlines/favicon/SQ.png,Singapore Airlines,1,4,35,08:45 AM,10:50 AM,"('2024-08-11T08:45:00',)","('2024-08-11T10:50:00',)",518,Singapore Airlines
12371-2406191000--32672-1-16216-2406191730|16216-2408091030--32672-1-12371-2408101910,5,"$1,004",0.709724,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,12371-10002-2406191000-2406191120--32672,2,HYD,BLR,80,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,1,20,10:00 AM,11:20 AM,"('2024-06-19T10:00:00',)","('2024-06-19T11:20:00',)",515,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408091030--32672-1-12371-2408101910,5,"$1,004",0.709724,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,10002-16216-2406191350-2406191730--32672,3,BLR,SFO,970,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,16,10,01:50 PM,05:30 PM,"('2024-06-19T13:50:00',)","('2024-06-19T17:30:00',)",175,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408091030--32672-1-12371-2408101910,5,"$1,004",0.709724,16216-2408091030--32672-1-12371-2408101910,2,20,10,"('2024-08-09T10:30:00',)",1210,10:30 AM,2024-08-10T19:10:00,07:10 PM,SFO,HYD,16216-10957-2408091030-2408101445--32672,2,SFO,DEL,945,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,45,10:30 AM,02:45 PM,"('2024-08-09T10:30:00',)","('2024-08-10T14:45:00',)",174,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408091030--32672-1-12371-2408101910,5,"$1,004",0.709724,16216-2408091030--32672-1-12371-2408101910,2,20,10,"('2024-08-09T10:30:00',)",1210,10:30 AM,2024-08-10T19:10:00,07:10 PM,SFO,HYD,10957-12371-2408101650-2408101910--32672,3,DEL,HYD,140,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,20,04:50 PM,07:10 PM,"('2024-08-10T16:50:00',)","('2024-08-10T19:10:00',)",544,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408092200--32672-1-12371-2408110920,6,"$1,004",0.695522,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,12371-10002-2406191000-2406191120--32672,2,HYD,BLR,80,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,1,20,10:00 AM,11:20 AM,"('2024-06-19T10:00:00',)","('2024-06-19T11:20:00',)",515,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408092200--32672-1-12371-2408110920,6,"$1,004",0.695522,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,10002-16216-2406191350-2406191730--32672,3,BLR,SFO,970,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,16,10,01:50 PM,05:30 PM,"('2024-06-19T13:50:00',)","('2024-06-19T17:30:00',)",175,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408092200--32672-1-12371-2408110920,6,"$1,004",0.695522,16216-2408092200--32672-1-12371-2408110920,2,22,50,"('2024-08-09T22:00:00',)",1370,10:00 PM,2024-08-11T09:20:00,09:20 AM,SFO,HYD,16216-10957-2408092200-2408110215--32672,2,SFO,DEL,945,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,45,10:00 PM,02:15 AM,"('2024-08-09T22:00:00',)","('2024-08-11T02:15:00',)",184,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408092200--32672-1-12371-2408110920,6,"$1,004",0.695522,16216-2408092200--32672-1-12371-2408110920,2,22,50,"('2024-08-09T22:00:00',)",1370,10:00 PM,2024-08-11T09:20:00,09:20 AM,SFO,HYD,10957-12371-2408110700-2408110920--32672,3,DEL,HYD,140,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,20,07:00 AM,09:20 AM,"('2024-08-11T07:00:00',)","('2024-08-11T09:20:00',)",560,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408092100--32672-1-12371-2408110840,7,"$1,124",0.6537,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,12371-10002-2406191000-2406191120--32672,2,HYD,BLR,80,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,1,20,10:00 AM,11:20 AM,"('2024-06-19T10:00:00',)","('2024-06-19T11:20:00',)",515,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408092100--32672-1-12371-2408110840,7,"$1,124",0.6537,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,10002-16216-2406191350-2406191730--32672,3,BLR,SFO,970,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,16,10,01:50 PM,05:30 PM,"('2024-06-19T13:50:00',)","('2024-06-19T17:30:00',)",175,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408092100--32672-1-12371-2408110840,7,"$1,124",0.6537,16216-2408092100--32672-1-12371-2408110840,2,23,10,"('2024-08-09T21:00:00',)",1390,09:00 PM,2024-08-11T08:40:00,08:40 AM,SFO,HYD,16216-10002-2408092100-2408110320--32672,2,SFO,BLR,1070,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,17,50,09:00 PM,03:20 AM,"('2024-08-09T21:00:00',)","('2024-08-11T03:20:00',)",176,Air India
12371-2406191000--32672-1-16216-2406191730|16216-2408092100--32672-1-12371-2408110840,7,"$1,124",0.6537,16216-2408092100--32672-1-12371-2408110840,2,23,10,"('2024-08-09T21:00:00',)",1390,09:00 PM,2024-08-11T08:40:00,08:40 AM,SFO,HYD,10002-12371-2408110725-2408110840--32672,3,BLR,HYD,75,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,1,15,07:25 AM,08:40 AM,"('2024-08-11T07:25:00',)","('2024-08-11T08:40:00',)",516,Air India
12371-2406192040--32672-1-16216-2406200700|16216-2408091030--32672-1-12371-2408101910,8,"$1,081",0.653402,12371-2406192040--32672-1-16216-2406200700,1,22,50,"('2024-06-19T20:40:00',)",1370,08:40 PM,2024-06-20T07:00:00,07:00 AM,HYD,SFO,12371-10957-2406192040-2406192300--32672,2,HYD,DEL,140,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,20,08:40 PM,11:00 PM,"('2024-06-19T20:40:00',)","('2024-06-19T23:00:00',)",840,Air India
12371-2406192040--32672-1-16216-2406200700|16216-2408091030--32672-1-12371-2408101910,8,"$1,081",0.653402,12371-2406192040--32672-1-16216-2406200700,1,22,50,"('2024-06-19T20:40:00',)",1370,08:40 PM,2024-06-20T07:00:00,07:00 AM,HYD,SFO,10957-16216-2406200400-2406200700--32672,3,DEL,SFO,930,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,30,04:00 AM,07:00 AM,"('2024-06-20T04:00:00',)","('2024-06-20T07:00:00',)",173,Air India
12371-2406192040--32672-1-16216-2406200700|16216-2408091030--32672-1-12371-2408101910,8,"$1,081",0.653402,16216-2408091030--32672-1-12371-2408101910,2,20,10,"('2024-08-09T10:30:00',)",1210,10:30 AM,2024-08-10T19:10:00,07:10 PM,SFO,HYD,16216-10957-2408091030-2408101445--32672,2,SFO,DEL,945,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,45,10:30 AM,02:45 PM,"('2024-08-09T10:30:00',)","('2024-08-10T14:45:00',)",174,Air India
12371-2406192040--32672-1-16216-2406200700|16216-2408091030--32672-1-12371-2408101910,8,"$1,081",0.653402,16216-2408091030--32672-1-12371-2408101910,2,20,10,"('2024-08-09T10:30:00',)",1210,10:30 AM,2024-08-10T19:10:00,07:10 PM,SFO,HYD,10957-12371-2408101650-2408101910--32672,3,DEL,HYD,140,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,20,04:50 PM,07:10 PM,"('2024-08-10T16:50:00',)","('2024-08-10T19:10:00',)",544,Air India
"12371-2406190850--31435,-32672-1-16216-2406191730|16216-2408091030--32672-1-12371-2408101910",9,"$1,080",0.646235,"12371-2406190850--31435,-32672-1-16216-2406191730",1,21,10,"('2024-06-19T08:50:00',)",1270,08:50 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,12371-10002-2406190850-2406190955--31435,2,HYD,BLR,65,https://logos.skyscnr.com/images/airlines/favicon/IK.png,Vistara,1,1,5,08:50 AM,09:55 AM,"('2024-06-19T08:50:00',)","('2024-06-19T09:55:00',)",898,Vistara
"12371-2406190850--31435,-32672-1-16216-2406191730|16216-2408091030--32672-1-12371-2408101910",9,"$1,080",0.646235,"12371-2406190850--31435,-32672-1-16216-2406191730",1,21,10,"('2024-06-19T08:50:00',)",1270,08:50 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,10002-16216-2406191350-2406191730--32672,3,BLR,SFO,970,https://logos.skyscnr.com/images/airlines/favicon/IK.png,Vistara,1,16,10,01:50 PM,05:30 PM,"('2024-06-19T13:50:00',)","('2024-06-19T17:30:00',)",175,Air India
"12371-2406190850--31435,-32672-1-16216-2406191730|16216-2408091030--32672-1-12371-2408101910",9,"$1,080",0.646235,16216-2408091030--32672-1-12371-2408101910,2,20,10,"('2024-08-09T10:30:00',)",1210,10:30 AM,2024-08-10T19:10:00,07:10 PM,SFO,HYD,16216-10957-2408091030-2408101445--32672,2,SFO,DEL,945,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,45,10:30 AM,02:45 PM,"('2024-08-09T10:30:00',)","('2024-08-10T14:45:00',)",174,Air India
"12371-2406190850--31435,-32672-1-16216-2406191730|16216-2408091030--32672-1-12371-2408101910",9,"$1,080",0.646235,16216-2408091030--32672-1-12371-2408101910,2,20,10,"('2024-08-09T10:30:00',)",1210,10:30 AM,2024-08-10T19:10:00,07:10 PM,SFO,HYD,10957-12371-2408101650-2408101910--32672,3,DEL,HYD,140,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,20,04:50 PM,07:10 PM,"('2024-08-10T16:50:00',)","('2024-08-10T19:10:00',)",544,Air India
12371-2406192040--32672-1-16216-2406200700|16216-2408092200--32672-1-12371-2408110920,10,"$1,081",0.644785,12371-2406192040--32672-1-16216-2406200700,1,22,50,"('2024-06-19T20:40:00',)",1370,08:40 PM,2024-06-20T07:00:00,07:00 AM,HYD,SFO,12371-10957-2406192040-2406192300--32672,2,HYD,DEL,140,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,20,08:40 PM,11:00 PM,"('2024-06-19T20:40:00',)","('2024-06-19T23:00:00',)",840,Air India
12371-2406192040--32672-1-16216-2406200700|16216-2408092200--32672-1-12371-2408110920,10,"$1,081",0.644785,12371-2406192040--32672-1-16216-2406200700,1,22,50,"('2024-06-19T20:40:00',)",1370,08:40 PM,2024-06-20T07:00:00,07:00 AM,HYD,SFO,10957-16216-2406200400-2406200700--32672,3,DEL,SFO,930,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,30,04:00 AM,07:00 AM,"('2024-06-20T04:00:00',)","('2024-06-20T07:00:00',)",173,Air India
12371-2406192040--32672-1-16216-2406200700|16216-2408092200--32672-1-12371-2408110920,10,"$1,081",0.644785,16216-2408092200--32672-1-12371-2408110920,2,22,50,"('2024-08-09T22:00:00',)",1370,10:00 PM,2024-08-11T09:20:00,09:20 AM,SFO,HYD,16216-10957-2408092200-2408110215--32672,2,SFO,DEL,945,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,45,10:00 PM,02:15 AM,"('2024-08-09T22:00:00',)","('2024-08-11T02:15:00',)",184,Air India
12371-2406192040--32672-1-16216-2406200700|16216-2408092200--32672-1-12371-2408110920,10,"$1,081",0.644785,16216-2408092200--32672-1-12371-2408110920,2,22,50,"('2024-08-09T22:00:00',)",1370,10:00 PM,2024-08-11T09:20:00,09:20 AM,SFO,HYD,10957-12371-2408110700-2408110920--32672,3,DEL,HYD,140,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,20,07:00 AM,09:20 AM,"('2024-08-11T07:00:00',)","('2024-08-11T09:20:00',)",560,Air India
"12371-2406191000--32672-1-16216-2406191730|16216-2408091030--32672,-31435-1-12371-2408101950",11,"$1,120",0.640564,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,12371-10002-2406191000-2406191120--32672,2,HYD,BLR,80,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,1,20,10:00 AM,11:20 AM,"('2024-06-19T10:00:00',)","('2024-06-19T11:20:00',)",515,Air India
"12371-2406191000--32672-1-16216-2406191730|16216-2408091030--32672,-31435-1-12371-2408101950",11,"$1,120",0.640564,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,10002-16216-2406191350-2406191730--32672,3,BLR,SFO,970,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,16,10,01:50 PM,05:30 PM,"('2024-06-19T13:50:00',)","('2024-06-19T17:30:00',)",175,Air India
"12371-2406191000--32672-1-16216-2406191730|16216-2408091030--32672,-31435-1-12371-2408101950",11,"$1,120",0.640564,"16216-2408091030--32672,-31435-1-12371-2408101950",2,20,50,"('2024-08-09T10:30:00',)",1250,10:30 AM,2024-08-10T19:50:00,07:50 PM,SFO,HYD,16216-10957-2408091030-2408101445--32672,2,SFO,DEL,945,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,45,10:30 AM,02:45 PM,"('2024-08-09T10:30:00',)","('2024-08-10T14:45:00',)",174,Air India
"12371-2406191000--32672-1-16216-2406191730|16216-2408091030--32672,-31435-1-12371-2408101950",11,"$1,120",0.640564,"16216-2408091030--32672,-31435-1-12371-2408101950",2,20,50,"('2024-08-09T10:30:00',)",1250,10:30 AM,2024-08-10T19:50:00,07:50 PM,SFO,HYD,10957-12371-2408101740-2408101950--31435,3,DEL,HYD,130,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,10,05:40 PM,07:50 PM,"('2024-08-10T17:40:00',)","('2024-08-10T19:50:00',)",879,Vistara
"12371-2406191000--32672-1-16216-2406191730|16216-2408092200--32672,-31435-1-12371-2408110925",12,"$1,120",0.635254,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,12371-10002-2406191000-2406191120--32672,2,HYD,BLR,80,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,1,20,10:00 AM,11:20 AM,"('2024-06-19T10:00:00',)","('2024-06-19T11:20:00',)",515,Air India
"12371-2406191000--32672-1-16216-2406191730|16216-2408092200--32672,-31435-1-12371-2408110925",12,"$1,120",0.635254,12371-2406191000--32672-1-16216-2406191730,1,20,0,"('2024-06-19T10:00:00',)",1200,10:00 AM,2024-06-19T17:30:00,05:30 PM,HYD,SFO,10002-16216-2406191350-2406191730--32672,3,BLR,SFO,970,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,16,10,01:50 PM,05:30 PM,"('2024-06-19T13:50:00',)","('2024-06-19T17:30:00',)",175,Air India
"12371-2406191000--32672-1-16216-2406191730|16216-2408092200--32672,-31435-1-12371-2408110925",12,"$1,120",0.635254,"16216-2408092200--32672,-31435-1-12371-2408110925",2,22,55,"('2024-08-09T22:00:00',)",1375,10:00 PM,2024-08-11T09:25:00,09:25 AM,SFO,HYD,16216-10957-2408092200-2408110215--32672,2,SFO,DEL,945,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,45,10:00 PM,02:15 AM,"('2024-08-09T22:00:00',)","('2024-08-11T02:15:00',)",184,Air India
"12371-2406191000--32672-1-16216-2406191730|16216-2408092200--32672,-31435-1-12371-2408110925",12,"$1,120",0.635254,"16216-2408092200--32672,-31435-1-12371-2408110925",2,22,55,"('2024-08-09T22:00:00',)",1375,10:00 PM,2024-08-11T09:25:00,09:25 AM,SFO,HYD,10957-12371-2408110705-2408110925--31435,3,DEL,HYD,140,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,20,07:05 AM,09:25 AM,"('2024-08-11T07:05:00',)","('2024-08-11T09:25:00',)",829,Vistara
12371-2406191625--32672-1-16216-2406200700|16216-2408091030--32672-1-12371-2408101910,13,"$1,119",0.624925,12371-2406191625--32672-1-16216-2406200700,1,27,5,"('2024-06-19T16:25:00',)",1625,04:25 PM,2024-06-20T07:00:00,07:00 AM,HYD,SFO,12371-10957-2406191625-2406191850--32672,2,HYD,DEL,145,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,25,04:25 PM,06:50 PM,"('2024-06-19T16:25:00',)","('2024-06-19T18:50:00',)",541,Air India
12371-2406191625--32672-1-16216-2406200700|16216-2408091030--32672-1-12371-2408101910,13,"$1,119",0.624925,12371-2406191625--32672-1-16216-2406200700,1,27,5,"('2024-06-19T16:25:00',)",1625,04:25 PM,2024-06-20T07:00:00,07:00 AM,HYD,SFO,10957-16216-2406200400-2406200700--32672,3,DEL,SFO,930,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,30,04:00 AM,07:00 AM,"('2024-06-20T04:00:00',)","('2024-06-20T07:00:00',)",173,Air India
12371-2406191625--32672-1-16216-2406200700|16216-2408091030--32672-1-12371-2408101910,13,"$1,119",0.624925,16216-2408091030--32672-1-12371-2408101910,2,20,10,"('2024-08-09T10:30:00',)",1210,10:30 AM,2024-08-10T19:10:00,07:10 PM,SFO,HYD,16216-10957-2408091030-2408101445--32672,2,SFO,DEL,945,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,15,45,10:30 AM,02:45 PM,"('2024-08-09T10:30:00',)","('2024-08-10T14:45:00',)",174,Air India
12371-2406191625--32672-1-16216-2406200700|16216-2408091030--32672-1-12371-2408101910,13,"$1,119",0.624925,16216-2408091030--32672-1-12371-2408101910,2,20,10,"('2024-08-09T10:30:00',)",1210,10:30 AM,2024-08-10T19:10:00,07:10 PM,SFO,HYD,10957-12371-2408101650-2408101910--32672,3,DEL,HYD,140,https://logos.skyscnr.com/images/airlines/favicon/AI.png,Air India,1,2,20,04:50 PM,07:10 PM,"('2024-08-10T16:50:00',)","('2024-08-10T19:10:00',)",544,Air India
